omega_rad_s,omega_reduced,temp_C,Gp_MPa,Gpp_MPa,tan_delta,aT
10.0,120084480000000.0,0,846.1,34.811,0.04114,12008448000000.0
0.25119,122982624000000.02,-10,837.8,41.163,0.04913,489600000000000.0
12.5893,151177954406400.0,0,851.16,34.935,0.04104,12008448000000.0
0.31623,154826208000000.0,-10,844.46,41.103,0.04867,489600000000000.0
15.8489,190320691507200.0,0,855.92,35.131,0.04104,12008448000000.0
0.39811,194914656000000.0,-10,850.87,40.504,0.0476,489600000000000.0
19.9526,239599759564800.0,0,860.88,35.447,0.04118,12008448000000.0
0.50119,245382624000000.0,-10,857.0,40.067,0.04675,489600000000000.0
25.1189,301639004467200.0,0,865.72,36.013,0.0416,12008448000000.0
0.63096,308918016000000.0,-10,863.14,40.404,0.04681,489600000000000.0
31.6228,379740749414400.0,0,871.16,36.662,0.04208,12008448000000.0
0.79433,388903968000000.0,-10,868.67,40.052,0.04611,489600000000000.0
39.8107,478064720793599.94,0,876.04,36.844,0.04206,12008448000000.0
1.0,489600000000000.0,-10,874.89,40.064,0.04579,489600000000000.0
50.1188,601849003622400.0,0,881.03,37.155,0.04217,12008448000000.0
1.25893,616372128000000.0,-10,880.79,40.179,0.04562,489600000000000.0
63.0958,757682633318400.0,0,886.14,37.767,0.04262,12008448000000.0
1.58489,775962144000000.0,-10,886.63,40.487,0.04566,489600000000000.0
79.4329,953865849139200.0,0,890.94,38.178,0.04285,12008448000000.0
1.99526,976879296000000.0,-10,892.16,40.583,0.04549,489600000000000.0
100.0,1200844800000000.0,0,895.6,38.511,0.043,12008448000000.0
2.51189,1229821344000000.0,-10,898.21,40.238,0.0448,489600000000000.0
3.16228,1548252288000000.0,-10,903.89,40.445,0.04475,489600000000000.0
3.98107,1949131872000000.0,-10,909.59,40.839,0.0449,489600000000000.0
5.01187,2453811552000000.0,-10,915.28,41.047,0.04485,489600000000000.0
0.1,2705472000000000.0,-20,908.78,56.933,0.06265,2.705472e+16
6.30958,3089170368000000.0,-10,921.46,41.422,0.04495,489600000000000.0
0.12589,3405918700800000.0,-20,919.42,51.82,0.05636,2.705472e+16
7.94329,3889034784000000.0,-10,927.34,41.789,0.04506,489600000000000.0
0.15849,4287902572800000.0,-20,928.91,49.881,0.0537,2.705472e+16
10.0,4896000000000000.0,-10,933.65,42.039,0.04503,489600000000000.0
0.19953,5398228281600000.0,-20,937.37,48.545,0.05179,2.705472e+16
12.5893,6163721280000000.0,-10,939.58,42.382,0.04511,489600000000000.0
0.25119,6795875116800001.0,-20,945.64,47.526,0.05026,2.705472e+16
15.8489,7759621440000000.0,-10,945.51,42.673,0.04513,489600000000000.0
0.31623,8555514105600000.0,-20,953.08,46.661,0.04896,2.705472e+16
